"symbol","official.symbol"
"CGI-44","SQRDL"
"SQSTM1","SQSTM1"
"PDB3","SQSTM1"
"OSIL","SQSTM1"
"p60","SQSTM1"
"p62B","SQSTM1"
"A170","SQSTM1"
"SQSTM1P1","SQSTM1P1"
"SRA","SRA1"
"STRAA1","SRA1"
"SRBC~withdrawn","SRBC~withdrawn"
"SRBD1","SRBD1"
"FLJ10379","SRBD1"
"SRC","SRC"
"ASV","SRC"
"c-src","SRC"
"SRCAP","SRCAP"
"KIAA0309","SRCAP"
"SWR1","SRCAP"
"DOMO1","SRCAP"
"SRCIN1","SRCIN1"
"SNIP","SRCIN1"
"p140Cap","SRCIN1"
"KIAA1684","SRCIN1"
"SRCRB4D","SRCRB4D"
"SRCRB-S4D","SRCRB4D"
"S4D-SRCRB","SRCRB4D"
"SSC4D","SRCRB4D"
"SRD5A1","SRD5A1"
"SRD5A1P1","SRD5A1P1"
"SRD5AP1","SRD5A1P1"
"SRD5A2","SRD5A2"
"SRD5A3","SRD5A3"
"FLJ13352","SRD5A3"
"SRD5A2L","SRD5A3"
"SRD5A2L1","SRD5A3"
"SRD5A3-AS1","SRD5A3-AS1"
"SRD5A3P1","SRD5A3P1"
"SRD5B1~withdrawn","SRD5B1~withdrawn"
"SREBF1","SREBF1"
"SREBP1","SREBF1"
"bHLHd1","SREBF1"
"SREBP-1c","SREBF1"
"SREBF2","SREBF2"
"SREBP2","SREBF2"
"bHLHd2","SREBF2"
"SREK1","SREK1"
"SFRS12","SREK1"
"DKFZp564B176","SREK1"
"SRrp86","SREK1"
"SRrp508","SREK1"
"SREK1IP1","SREK1IP1"
"SFRS12IP1","SREK1IP1"
"FLJ36754","SREK1IP1"
"P18SRP","SREK1IP1"
"SRF","SRF"
"MCM1","SRF"
"SRFBP1","SRFBP1"
"FLJ25286","SRFBP1"
"p49","SRFBP1"
"STRAP","SRFBP1"
"BUD22","SRFBP1"
"Rlb1","SRFBP1"
"SRGAP1","SRGAP1"
"KIAA1304","SRGAP1"
"ARHGAP13","SRGAP1"
"SRGAP2","SRGAP2"
"FNBP2","SRGAP2"
"KIAA0456","SRGAP2"
"ARHGAP34","SRGAP2"
"SRGAP2A","SRGAP2"
"SRGAP2-AS1","SRGAP2-AS1"
"SRGAP2-IT1~withdrawn","SRGAP2-IT1~withdrawn"
"SRGAP2B","SRGAP2B"
"SRGAP2P2","SRGAP2B"
"SRGAP2C","SRGAP2C"
"SRGAP2P1","SRGAP2C"
"SRGAP2D","SRGAP2D"
"SRGAP3","SRGAP3"
"KIAA0411","SRGAP3"
"MEGAP","SRGAP3"
"WRP","SRGAP3"
"ARHGAP14","SRGAP3"
"SRGAP3-AS1","SRGAP3-AS1"
"SRGAP3-AS2","SRGAP3-AS2"
"SRGAP3-AS3","SRGAP3-AS3"
"SRGAP3-AS4","SRGAP3-AS4"
"SRGN","SRGN"
"PPG","SRGN"
"SRGNP1","SRGNP1"
"SRI","SRI"
"SRIP1","SRIP1"
"SRIL","SRIP1"
"SRIP2","SRIP2"
"SRIP3","SRIP3"
"SRK~withdrawn","SRK~withdrawn"
"SRL","SRL"
"SRM","SRM"
"SRML1","SRM"
"SRML2~withdrawn","SRML2~withdrawn"
"SRMP1","SRMP1"
"dJ1057D4.1","SRMP1"
"SRMP2","SRMP2"
"SRMS","SRMS"
"C20orf148","SRMS"
"dJ697K14.1","SRMS"
"SRP9","SRP9"
"SRP9P1","SRP9P1"
"SRP9L1","SRP9P1"
"SRP14","SRP14"
"ALURBP","SRP14"
"MGC14326","SRP14"
"SRP14-AS1","SRP14-AS1"
"SRP14P1","SRP14P1"
"SRP19","SRP19"
"SRP54","SRP54"
"SRP68","SRP68"
"SRP68P1","SRP68P1"
"SRPSMCR","SRP68P1"
"SRP68P2","SRP68P2"
"SRP68P3","SRP68P3"
"SRP72","SRP72"
"SRP72P1","SRP72P1"
"SRP72P2","SRP72P2"
"dJ274L14.2","SRP72P2"
"SRPK1","SRPK1"
"SFRSK1","SRPK1"
"SRPK2","SRPK2"
"SFRSK2","SRPK2"
"SRPK2P","SRPK2P"
"SRPK2ps","SRPK2P"
"SRPK3","SRPK3"
"STK23","SRPK3"
"MSSK1","SRPK3"
"SRPR","SRPR"
"SRP-alpha","SRPR"
"Sralpha","SRPR"
"SRPRB","SRPRB"
"APMCF1","SRPRB"
"SRPSMCR~withdrawn","SRPSMCR~withdrawn"
"SRPX","SRPX"
"ETX1","SRPX"
"SRPX2","SRPX2"
"SRPUL","SRPX2"
"SRR","SRR"
"ILV1","SRR"
"SRRD","SRRD"
"HC/HCC","SRRD"
"SRR1L","SRRD"
"SRRM1","SRRM1"
"SRM160","SRRM1"
"POP101","SRRM1"
"MGC39488","SRRM1"
"SRRM1P1","SRRM1P1"
"SRRM1L","SRRM1P1"
"SRRM1P","SRRM1P1"
"SRRM1P2","SRRM1P2"
"SRRM1P3","SRRM1P3"
"SRRM2","SRRM2"
"SRm300","SRRM2"
"SRL300","SRRM2"
"KIAA0324","SRRM2"
"Cwc21","SRRM2"
"SRRM2-AS1","SRRM2-AS1"
"SRRM3","SRRM3"
"FLJ37078","SRRM3"
"SRRM4","SRRM4"
"KIAA1853","SRRM4"
"nSR100","SRRM4"
"SRRM5","SRRM5"
"SRRT","SRRT"
"Asr2","SRRT"
"serrate","SRRT"
"ARS2","SRRT"
"SRSF1","SRSF1"
"SFRS1","SRSF1"
"ASF","SRSF1"
"SF2","SRSF1"
"SRp30a","SRSF1"
"SF2p33","SRSF1"
"SRSF1P1","SRSF1P1"
"SRSF2","SRSF2"
"SFRS2","SRSF2"
"SC-35","SRSF2"
"SC35","SRSF2"
"PR264","SRSF2"
"SFRS2A","SRSF2"
"SRSF3","SRSF3"
"SFRS3","SRSF3"
"SRp20","SRSF3"
"SRSF4","SRSF4"
"SFRS4","SRSF4"
"SRP75","SRSF4"
"SRSF5","SRSF5"
"SFRS5","SRSF5"
"SRP40","SRSF5"
"HRS","SRSF5"
"SRSF6","SRSF6"
"SFRS6","SRSF6"
"SRP55","SRSF6"
"B52","SRSF6"
"SRSF7","SRSF7"
"SFRS7","SRSF7"
"ZCRB2","SRSF7"
"HSSG1","SRSF7"
"AAG3","SRSF7"
"RBM37","SRSF7"
"ZCCHC20","SRSF7"
"SRSF8","SRSF8"
"SFRS2B","SRSF8"
"SRP46","SRSF8"
"SRSF9","SRSF9"
"SFRS9","SRSF9"
"SRp30c","SRSF9"
"SRSF9P1","SRSF9P1"
"SFRS9P1","SRSF9P1"
"SRSF10","SRSF10"
"FUSIP2","SRSF10"
"FUSIP1","SRSF10"
"SFRS13A","SRSF10"
"TASR1","SRSF10"
"TASR2","SRSF10"
"SRp38","SRSF10"
"SRrp40","SRSF10"
"SFRS13","SRSF10"
"NSSR","SRSF10"
"SRSF10P1","SRSF10P1"
"FUSIP1P","SRSF10P1"
"SFRS13AP1","SRSF10P1"
"HsT2687","SRSF10P1"
"SRSF10P2","SRSF10P2"
"FUSIP1P2","SRSF10P2"
"SFRS13AP2","SRSF10P2"
"SRSF11","SRSF11"
"SFRS11","SRSF11"
"p54","SRSF11"
"NET2","SRSF11"
"SRSF11P1","SRSF11P1"
"SRSF12","SRSF12"
"SFRS13B","SRSF12"
"SRrp35","SRSF12"
"SFRS19","SRSF12"
"SRS~withdrawn","SRS~withdrawn"
"SRXN1","SRXN1"
"C20orf139","SRXN1"
"Npn3","SRXN1"
"SRX1","SRXN1"
"YKL086W","SRXN1"
"dJ850E9.2","SRXN1"
"SRY","SRY"
"TDF","SRY"
"SS18","SS18"
"SSXT","SS18"
"SYT","SS18"
"SS18L1","SS18L1"
"KIAA0693","SS18L1"
"SS18L2","SS18L2"
"KIAA-iso","SS18L2"
"SS18L2P1","SS18L2P1"
"SS18L2P2","SS18L2P2"
"SSAV1L~withdrawn","SSAV1L~withdrawn"
"SSAV1~withdrawn","SSAV1~withdrawn"
"SSB","SSB"
"LARP3","SSB"
"La","SSB"
"La/SSB","SSB"
"SSBP1","SSBP1"
"SSBP","SSBP1"
"mtSSB","SSBP1"
"SSBP2","SSBP2"
"HSPC116","SSBP2"
"SSBP3","SSBP3"
"CSDP","SSBP3"
"SSDP","SSBP3"
"FLJ10355","SSBP3"
"SSDP1","SSBP3"
"SSBP3-AS1","SSBP3-AS1"
"C1orf191","SSBP3-AS1"
"MSTP128","SSBP3-AS1"
"SSBP4","SSBP4"
"SSC5D","SSC5D"
"FLJ35258","SSC5D"
"SSFA1~withdrawn","SSFA1~withdrawn"
"SSFA2","SSFA2"
"SPAG13","SSFA2"
"KRAP","SSFA2"
"KIAA1927","SSFA2"
"SSH1","SSH1"
"KIAA1298","SSH1"
"SSH2","SSH2"
"KIAA1725","SSH2"
"SSH3","SSH3"
"FLJ20515","SSH3"
"FLJ10928","SSH3"
"SSMEM1","SSMEM1"
"C7orf45","SSMEM1"
"FLJ40316","SSMEM1"
"SSNA1","SSNA1"
"NA14","SSNA1"
"N14","SSNA1"
"SSPN","SSPN"
"KRAG","SSPN"
"SPN1","SSPN"
"SPN2","SSPN"
"SSPO","SSPO"
"SCO-spondin","SSPO"
"KIAA0543","SSPO"
"FLJ36112","SSPO"
"SSR1","SSR1"
"TRAPA","SSR1"
"SSR1P1","SSR1P1"
"SSR1P2","SSR1P2"
"SSR2","SSR2"
"TLAP","SSR2"
"TRAPB","SSR2"
"SSR3","SSR3"
"TRAPG","SSR3"
"SSR4","SSR4"
"TRAPD","SSR4"
"SSR4P1","SSR4P1"
"C21orf122","SSR4P1"
"PRED90","SSR4P1"
"MGC10960","SSR4P1"
"PRED57","SSR4P1"
"SSRP1","SSRP1"
"FACT80","SSRP1"
"SSSCA1","SSSCA1"
"SSSCA1-AS1","SSSCA1-AS1"
"SST","SST"
"SMST","SST"
"SSTR1","SSTR1"
"SSTR2","SSTR2"
"SSTR3","SSTR3"
"SSTR4","SSTR4"
"SSTR5","SSTR5"
"SSTR5-AS1","SSTR5-AS1"
"SSU72","SSU72"
"HSPC182","SSU72"
"SSU72P1","SSU72P1"
"SSU72P2","SSU72P2"
"SSU72P3","SSU72P3"
"SSU72P4","SSU72P4"
"SSU72P5","SSU72P5"
"SSU72P6","SSU72P6"
"SSU72P7","SSU72P7"
"SSU72P8","SSU72P8"
"SSUH2","SSUH2"
"C3orf32","SSUH2"
"fls485","SSUH2"
"ssu-2","SSUH2"
"SSX1","SSX1"
"CT5.1","SSX1"
"SSX2","SSX2"
"SSX","SSX2"
"HOM-MEL-40","SSX2"
"HD21","SSX2"
"MGC3884","SSX2"
"MGC15364","SSX2"
"MGC119055","SSX2"
"CT5.2a","SSX2"
"SSX2B","SSX2B"
"CT5.2b","SSX2B"
"SSX2IP","SSX2IP"
"SSX3","SSX3"
"CT5.3","SSX3"
"SSX4","SSX4"
"CT5.4","SSX4"
"SSX4B","SSX4B"
"OTTHUMT00000056510","SSX4B"
"SSX5","SSX5"
"SSX6","SSX6"
"SSXP2","SSX6"
"psiSSX2","SSX6"
"SSX7","SSX7"
"SSX8","SSX8"
"SSX9","SSX9"
"SSX10~withdrawn","SSX10~withdrawn"
"SSXP1","SSXP1"
"psiSSX1","SSXP1"
"SSXP2~withdrawn","SSXP2~withdrawn"
"SSXP3","SSXP3"
"psiSSX3","SSXP3"
"SSXP4","SSXP4"
"SSX10","SSXP4"
"psiSSX4","SSXP4"
"SSXP5","SSXP5"
"psiSSX5","SSXP5"
"SSXP6","SSXP6"
"psiSSX6","SSXP6"
"SSXP7","SSXP7"
"psiSSX7","SSXP7"
"SSXP8","SSXP8"
"psiSSX8","SSXP8"
"SSXP9","SSXP9"
"psiSSX9","SSXP9"
"SSXP10","SSXP10"
"psiSSX10","SSXP10"
"ST3","ST3"
"ST3GAL1","ST3GAL1"
"SIAT4A","ST3GAL1"
"ST3O","ST3GAL1"
"SIATFL","ST3GAL1"
"ST3GalA.1","ST3GAL1"
"ST3GAL1P1","ST3GAL1P1"
"ST3GAL2","ST3GAL2"
"SIAT4B","ST3GAL2"
"ST3GALII","ST3GAL2"
"ST3GalA.2","ST3GAL2"
"ST3GAL3","ST3GAL3"
"SIAT6","ST3GAL3"
"MRT12","ST3GAL3"
"ST3GAL4","ST3GAL4"
"CGS23","ST3GAL4"
"SIAT4","ST3GAL4"
"NANTA3","ST3GAL4"
"SIAT4C","ST3GAL4"
"STZ","ST3GAL4"
"SAT3","ST3GAL4"
"FLJ11867","ST3GAL4"
"ST3GAL4-AS1","ST3GAL4-AS1"
"DCPS-AS1","ST3GAL4-AS1"
"FLJ39051","ST3GAL4-AS1"
"ST3GAL5","ST3GAL5"
"SIAT9","ST3GAL5"
"ST3GalV","ST3GAL5"
"SIATGM3S","ST3GAL5"
"ST3GAL5P1","ST3GAL5P1"
"ST3GAL6","ST3GAL6"
"SIAT10","ST3GAL6"
"ST3GALVI","ST3GAL6"
"ST3GAL6-AS1","ST3GAL6-AS1"
"ST4~withdrawn","ST4~withdrawn"
"ST5","ST5"
"HTS1","ST5"
"DENND2B","ST5"
"p126","ST5"
"ST6GAL1","ST6GAL1"
"SIAT1","ST6GAL1"
"ST6GAL2","ST6GAL2"
"SIAT2","ST6GAL2"
"KIAA1877","ST6GAL2"
"St6gal2","ST6GAL2"
"St6GalII","ST6GAL2"
"ST6GAL2-IT1","ST6GAL2-IT1"
"ST6GALNAC1","ST6GALNAC1"
"SIAT7A","ST6GALNAC1"
"ST6GalNAcI","ST6GALNAC1"
"ST6GALNAC2","ST6GALNAC2"
"SIAT7","ST6GALNAC2"
"SIAT7B","ST6GALNAC2"
"SIATL1","ST6GALNAC2"
"ST6GalNAII","ST6GALNAC2"
"STHM","ST6GALNAC2"
"ST6GALNAC2P1","ST6GALNAC2P1"
"ST6GALNAC3","ST6GALNAC3"
"SIAT7C","ST6GALNAC3"
"ST6GALNAC4","ST6GALNAC4"
"SIAT7D","ST6GALNAC4"
"ST6GALNACIV","ST6GALNAC4"
"SIAT3C","ST6GALNAC4"
"ST6GALNAC4P1","ST6GALNAC4P1"
"ST6GALNAC5","ST6GALNAC5"
"SIAT7E","ST6GALNAC5"
"MGC3184","ST6GALNAC5"
"ST6GalNAcV","ST6GALNAC5"
"ST6GALNAC6","ST6GALNAC6"
"SIAT7F","ST6GALNAC6"
"ST6GALNACVI","ST6GALNAC6"
"FAM4A1","ST7"
"TSG7","ST7"
"SEN4","ST7"
"ETS7q","ST7"
"HELG","ST7"
"RAY1","ST7"
"FAM4A","ST7"
"ST7-AS1","ST7-AS1"
"ST7OT1","ST7-AS1"
"ST7AS1","ST7-AS1"
"ST7-AS2","ST7-AS2"
"ST7OT2","ST7-AS2"
"ST7AS2","ST7-AS2"
"ST7-OT3","ST7-OT3"
"ST7OT3","ST7-OT3"
"NCRNA00026","ST7-OT3"
"ST7-OT4","ST7-OT4"
"ST7OT4","ST7-OT4"
"NCRNA00042","ST7-OT4"
"ST7L","ST7L"
"FLJ20284","ST7L"
"STLR","ST7L"
"ST7R","ST7L"
"FAM4B","ST7L"
"ST8","ST8"
"OVCS","ST8"
"ST8SIA1","ST8SIA1"
"SIAT8","ST8SIA1"
"SIAT8A","ST8SIA1"
"ST8SIA2","ST8SIA2"
"SIAT8B","ST8SIA2"
"STX","ST8SIA2"
"ST8SIA-II","ST8SIA2"
"HsT19690","ST8SIA2"
"ST8SIA3","ST8SIA3"
"SIAT8C","ST8SIA3"
"ST8SIA4","ST8SIA4"
"SIAT8D","ST8SIA4"
"PST","ST8SIA4"
"PST1","ST8SIA4"
"ST8SIA5","ST8SIA5"
"SIAT8E","ST8SIA5"
"ST8SIA6","ST8SIA6"
"SIAT8F","ST8SIA6"
"ST8SIA6-AS1","ST8SIA6-AS1"
"ST11","ST11"
"PETS1","ST11"
"ST12~withdrawn","ST12~withdrawn"
"ST13","ST13"
"SNC6","ST13"
"HSPABP1","ST13"
"P48","ST13"
"FAM10A1","ST13"
"ST13P1","ST13P1"
"ST13P2","ST13P2"
"ST13P3","ST13P3"
"FAM10A3","ST13P3"
"FAM10A3P","ST13P3"
"ST13P4","ST13P4"
"FAM10A4","ST13P4"
"FAM10A4P","ST13P4"
"ST13P5","ST13P5"
"FAM10A5","ST13P5"
"ST13P6","ST13P6"
"FAM10A6","ST13P6"
"FAM10A6P","ST13P6"
"ST13P7","ST13P7"
"FAM10A7","ST13P7"
"FAM10A7P","ST13P7"
"ST13P8","ST13P8"
"ST13P9","ST13P9"
"ST13P10","ST13P10"
"ST13P11","ST13P11"
"ST13P12","ST13P12"
"ST13P13","ST13P13"
"ST13P14","ST13P14"
"ST13P15","ST13P15"
"ST13P16","ST13P16"
"ST13P17","ST13P17"
"ST13P18","ST13P18"
"ST13P19","ST13P19"
"ST13P20","ST13P20"
"ST13P21","ST13P21"
"ST13P22","ST13P22"
"ST13P~withdrawn","ST13P~withdrawn"
"ST14","ST14"
"PRSS14","ST14"
"SNC19","ST14"
"MT-SP1","ST14"
"TMPRSS14","ST14"
"ST15~withdrawn","ST15~withdrawn"
"ST18","ST18"
"ZNF387","ST18"
"KIAA0535","ST18"
"ZC2HC10","ST18"
"NZF3","ST18"
"ST20","ST20"
"HCCS-1","ST20"
"ST20-MTHFS","ST20-MTHFS"
"STAB1","STAB1"
"KIAA0246","STAB1"
"STAB-1","STAB1"
"FEEL-1","STAB1"
"CLEVER-1","STAB1"
"FELE-1","STAB1"
"FEX1","STAB1"
"STAB2","STAB2"
"DKFZP434E0321","STAB2"
"FELL","STAB2"
"STAB-2","STAB2"
"HARE","STAB2"
"FEEL-2","STAB2"
"STAC","STAC"
"STAC1","STAC"
"STAC2","STAC2"
"24b2","STAC2"
"STAC3","STAC3"
"MGC2793","STAC3"
"SA-1","STAG1"
"SCC3A","STAG1"
"STAG2","STAG2"
"SA-2","STAG2"
"SCC3B","STAG2"
"STAG3","STAG3"
"STAG3L1","STAG3L1"
"DKFZP434A0131","STAG3L1"
"STAG3L1P","STAG3L1"
"STAG3L2","STAG3L2"
"MGC131759","STAG3L2"
"STAG3L2P","STAG3L2"
"STAG3L3","STAG3L3"
"STAG3L4","STAG3L4"
"FLJ13195","STAG3L4"
"STAG3L4P","STAG3L4"
"STAG3L5P","STAG3L5P"
"STAG3L5P-PVRIG2P-PILRB","STAG3L5P-PVRIG2P-PILRB"
"STAM","STAM"
"STAM1","STAM"
"STAM-AS1","STAM-AS1"
"locus3182","STAM-AS1"
"STAM2","STAM2"
"Hbp","STAM2"
"STAMBP","STAMBP"
"AMSH","STAMBP"
"STAMBPL1","STAMBPL1"
"AMSH-LP","STAMBPL1"
"KIAA1373","STAMBPL1"
"AMSH-FP","STAMBPL1"
"FLJ31524","STAMBPL1"
"ALMalpha","STAMBPL1"
"bA399O19.2","STAMBPL1"
"STAP1","STAP1"
"STAP-1","STAP1"
"BRDG1","STAP1"
"STAP2","STAP2"
"STAP-2","STAP2"
"BKS","STAP2"
"StAR","STAR"
"STARD1","STAR"
"STARD3","STARD3"
"es64","STARD3"
"MLN64","STARD3"
"STARD3NL","STARD3NL"
"MENTHO","STARD3NL"
"MGC3251","STARD3NL"
"STARD4","STARD4"
"STARD4-AS1","STARD4-AS1"
"STARD5","STARD5"
"MGC10327","STARD5"
"STARD6","STARD6"
"STARD7","STARD7"
"GTT1","STARD7"
"STARD7-AS1","STARD7-AS1"
"STARD8","STARD8"
"KIAA0189","STARD8"
"ARHGAP38","STARD8"
"STARD9","STARD9"
"KIAA1300","STARD9"
"STARD10","STARD10"
"SDCCAG28","STARD10"
"NY-CO-28","STARD10"
"CGI-52","STARD10"
"PCTP2","STARD10"
"STARD10-AS1~withdrawn","STARD10-AS1~withdrawn"
"STARD13","STARD13"
"LINC00464","STARD13"
"GT650","STARD13"
"DLC2","STARD13"
"ARHGAP37","STARD13"
"STARD13-AS","STARD13-AS"
"STARD13-AS2","STARD13-AS"
"STARD13-AS1~withdrawn","STARD13-AS1~withdrawn"
"STARD13-IT1","STARD13-IT1"
"STARP1","STARP1"
"STARD1P1","STARP1"
"STAT1","STAT1"
"STAT91","STAT1"
"ISGF-3","STAT1"
"STAT2","STAT2"
"STAT113","STAT2"
"STAT3","STAT3"
"APRF","STAT3"
"STAT4","STAT4"
"STAT5A","STAT5A"
"STAT5","STAT5A"
"STAT5B","STAT5B"
"STAT6","STAT6"
"D12S1644","STAT6"
"IL-4-STAT","STAT6"
"STATH","STATH"
"STR","STATH"
"STAT~withdrawn","STAT~withdrawn"
"STAU1","STAU1"
"STAU","STAU1"
"STAU2","STAU2"
"39K2","STAU2"
"STAU2-AS1","STAU2-AS1"
"STBD1","STBD1"
"FLJ41801","STBD1"
"GENX-3414","STBD1"
"STC1","STC1"
"STC","STC1"
"STC2","STC2"
"STC-2","STC2"
"STC~withdrawn","STC~withdrawn"
"STD~withdrawn","STD~withdrawn"
"STEAP1","STEAP1"
"STEAP","STEAP1"
"PRSS24","STEAP1"
"STEAP1B","STEAP1B"
"STEAP2","STEAP2"
"PCANAP1","STEAP2"
"IPCA-1","STEAP2"
"STAMP1","STEAP2"
"STMP","STEAP2"
"STEAP2-AS1","STEAP2-AS1"
"STEAP3","STEAP3"
"TSAP6","STEAP3"
"dudlin-2","STEAP3"
"STMP3","STEAP3"
"STEAP3-AS1","STEAP3-AS1"
"STEAP4","STEAP4"
"TNFAIP9","STEAP4"
"FLJ23153","STEAP4"
"TIARP","STEAP4"
"STAMP2","STEAP4"
"STFA~withdrawn","STFA~withdrawn"
"STFB~withdrawn","STFB~withdrawn"
"STGD1~withdrawn","STGD1~withdrawn"
"STGD2~withdrawn","STGD2~withdrawn"
"STGD3~withdrawn","STGD3~withdrawn"
"STGD4~withdrawn","STGD4~withdrawn"
"STH","STH"
"MAPTIT","STH"
"STHE~withdrawn","STHE~withdrawn"
"STIL","STIL"
"MCPH7","STIL"
"STIM1","STIM1"
"GOK","STIM1"
"D11S4896E","STIM1"
"STIM2","STIM2"
"STIP1","STIP1"
"STI1","STIP1"
"STIP1P1","STIP1P1"
"STIP1P2","STIP1P2"
"STIP1P3","STIP1P3"
"STK2~withdrawn","STK2~withdrawn"
"STK3","STK3"
"MST2","STK3"
"KRS1","STK3"
"STK4","STK4"
"KRS2","STK4"
"YSK3","STK4"
"STK4-AS1","STK4-AS1"
"STK6P~withdrawn","STK6P~withdrawn"
"STK6~withdrawn","STK6~withdrawn"
"STK10","STK10"
"LOK","STK10"
"PRO2729","STK10"
"STK11","STK11"
"PJS","STK11"
"LKB1","STK11"
"STK11IP","STK11IP"
"KIAA1898","STK11IP"
"LKB1IP","STK11IP"
"STK11IP1","STK11IP"
"STK14A~withdrawn","STK14A~withdrawn"
"STK16","STK16"
"PKL12","STK16"
"MPSK","STK16"
"STK16P1","STK16P1"
"STK16P","STK16P1"
"STK17A","STK17A"
"DRAK1","STK17A"
"STK17B","STK17B"
"DRAK2","STK17B"
"STK19","STK19"
"D6S60","STK19"
"G11","STK19"
"STK19P","STK19P"
"bPG116M5.10","STK19P"
"STK24","STK24"
"MST-3","STK24"
"MST3","STK24"
"MST3B","STK24"
"STE20","STK24"
"STK24-AS1","STK24-AS1"
"STK25","STK25"
"SOK1","STK25"
"YSK1","STK25"
"STK31","STK31"
"TDRD8","STK31"
"SgK396","STK31"
"STK32A","STK32A"
"MGC22688","STK32A"
"YANK1","STK32A"
"STK32B","STK32B"
"STKG6","STK32B"
"YANK2","STK32B"
"STK32","STK32B"
"HSA250839","STK32B"
"STK32C","STK32C"
"PKE","STK32C"
"MGC23665","STK32C"
"YANK3","STK32C"
"STK33","STK33"
"STK33P1","STK33P1"
"STK33P","STK33P1"
"STK33ps","STK33P1"
"STK35","STK35"
"bA550O8.2","STK35"
"CLIK1","STK35"
"STK36","STK36"
"KIAA1278","STK36"
"FU","STK36"
"STK38","STK38"
"STK38L","STK38L"
"KIAA0965","STK38L"
"NDR2","STK38L"
"STK39","STK39"
"DCHT","STK39"
"SPAK","STK39"
"STK40","STK40"
"MGC4796","STK40"
"SgK495","STK40"
"STMN1","STMN1"
"LAP18","STMN1"
"C1orf215","STMN1"
"OP18","STMN1"
"PR22","STMN1"
"PP19","STMN1"
"Lag","STMN1"
"FLJ32206","STMN1"
"STMN1P1","STMN1P1"
"STMN1P2","STMN1P2"
"STMN2","STMN2"
"SCGN10","STMN2"
"SCG10","STMN2"
"STMN3","STMN3"
"SCLIP","STMN3"
"STMN4","STMN4"
"RB3","STMN4"
"STMND1","STMND1"
"FLJ23152","STMND1"
"STMY1~withdrawn","STMY1~withdrawn"
"STMY2~withdrawn","STMY2~withdrawn"
"STMY3~withdrawn","STMY3~withdrawn"
"STM~withdrawn","STM~withdrawn"
"STNL~withdrawn","STNL~withdrawn"
"STN~withdrawn","STN~withdrawn"
"STOM","STOM"
"EPB7","STOM"
"EPB72","STOM"
"BND7","STOM"
"STOML1","STOML1"
"hUNC-24","STOML1"
"SLP-1","STOML1"
"STORP","STOML1"
"FLJ36370","STOML1"
"STOML2","STOML2"
"SLP-2","STOML2"
"HSPC108","STOML2"
"STOML3","STOML3"
"SRO","STOML3"
"Epb7.2l","STOML3"
"STON1","STON1"
"SBLF","STON1"
"stoned-b1","STON1"
"STON1-GTF2A1L","STON1-GTF2A1L"
"SALF","STON1-GTF2A1L"
"STON2","STON2"
"STNB2","STON2"
"STN2","STON2"
"STOT~withdrawn","STOT~withdrawn"
"STOX1","STOX1"
"C10orf24","STOX1"
"FLJ25162","STOX1"
"STOX2","STOX2"
"DKFZp762K222","STOX2"
"STO~withdrawn","STO~withdrawn"
"STP1~withdrawn","STP1~withdrawn"
"STP2~withdrawn","STP2~withdrawn"
"STPG1","STPG1"
"C1orf201","STPG1"
"FLJ33340","STPG1"
"MAPO2","STPG1"
"STPG2","STPG2"
"C4orf37","STPG2"
"MGC46496","STPG2"
"STPG2-AS1","STPG2-AS1"
"STRA6","STRA6"
"FLJ12541","STRA6"
"STRA8","STRA8"
"MGC14480","STRA13"
"MHF2","STRA13"
"FAAP10","STRA13"
"STRADA","STRADA"
"NY-BR-96","STRADA"
"LYK5","STRADA"
"Stlk","STRADA"
"STRAD","STRADA"
"STRADB","STRADB"
"ALS2CR2","STRADB"
"CALS-21","STRADB"
"PAPK","STRADB"
"ILPIPA","STRADB"
"ILPIP","STRADB"
"STRADBP1","STRADBP1"
"STLK6ps1","STRADBP1"
"ALS2CR2P1","STRADBP1"
"UNRIP","STRAP"
"pt-wd","STRAP"
"MAWD","STRAP"
"STRBP","STRBP"
"ILF3L","STRBP"
"FLJ11307","STRBP"
"SPNR","STRBP"
"STRC","STRC"
"DFNB16","STRC"
"STRCP1","STRCP1"
"STRCP","STRCP1"
"STRIP1","STRIP1"
"FAM40A","STRIP1"
"FLJ14743","STRIP1"
"KIAA1761","STRIP1"
"FAR11A","STRIP1"
"STRIP2","STRIP2"
"FAM40B","STRIP2"
"KIAA1170","STRIP2"
"FAR11B","STRIP2"
"STRL22~withdrawn","STRL22~withdrawn"
"STRM","STRM"
"STRN2","STRM"
"STRN","STRN"
"SG2NA","STRN"
"STRN3","STRN3"
"STRN4","STRN4"
"zinedin","STRN4"
"STS","STS"
"ARSC1","STS"
"STSP1","STSP1"
"STSP","STSP1"
"STS-Y","STSP1"
"STT3A","STT3A"
"ITM1","STT3A"
"TMC","STT3A"
"MGC9042","STT3A"
"STT3-A","STT3A"
"STT3A-AS1","STT3A-AS1"
"STT3B","STT3B"
"SIMP","STT3B"
"FLJ90106","STT3B"
"STT3-B","STT3B"
"STUB1","STUB1"
"UBOX1","STUB1"
"CHIP","STUB1"
"SDCCAG7","STUB1"
"HSPABP2","STUB1"
"NY-CO-7","STUB1"
"STX1A","STX1A"
"STX1","STX1A"
"HPC-1","STX1A"
"p35-1","STX1A"
"STX1B","STX1B"
"STX1B1","STX1B"
"STX1B2","STX1B"
"STX1B1~withdrawn","STX1B1~withdrawn"
